Timecode,BlendshapeCount,CheekSquintRight,EyeSquintRight,MouthDimpleRight,NoseSneerRight,MouthSmileRight,JawOpen,MouthUpperUpRight,BrowDownRight,CheekSquintLeft,EyeSquintLeft,MouthDimpleLeft,NoseSneerLeft,MouthSmileLeft,MouthUpperUpLeft,BrowDownLeft
02:49:58:22.810,61,0.031356225,0.037603289,0.013075523,0.038101722,0.035301349,0.030707442,0.014538586,0.0,0.031356225,0.037603289,0.013075523,0.038101722,0.035301349,0.014538586,0.0
02:49:58:23.811,61,0.031301028,0.037539735,0.013063982,0.038036641,0.035128365,0.030675713,0.014498502,0.0,0.031301028,0.037539735,0.013063982,0.038036641,0.035128365,0.014498502,0.0
02:49:58:24.813,61,0.031370708,0.037613893,0.013083051,0.038076445,0.03517439,0.030699442,0.014519016,0.0,0.031370708,0.037613893,0.013083051,0.038076445,0.03517439,0.014519016,0.0
02:49:58:25.814,61,0.031336039,0.037591776,0.013076372,0.037979252,0.035068399,0.030641603,0.014496701,0.0,0.031336039,0.037591776,0.013076372,0.037979252,0.035068399,0.014496701,0.0
02:49:58:26.816,61,0.031360879,0.037617793,0.013098299,0.037969118,0.034959294,0.030706944,0.014511247,0.0,0.031360879,0.037617793,0.013098299,0.037969118,0.034959294,0.014511247,0.0
02:49:58:27.818,61,0.031559264,0.037801826,0.01321436,0.038102877,0.035780651,0.030918285,0.014543716,0.0,0.031559264,0.037801826,0.01321436,0.038102877,0.035780651,0.014543716,0.0
02:49:58:28.819,61,0.031768802,0.037928226,0.013311898,0.038206363,0.037274268,0.031018418,0.014538101,0.0,0.031768802,0.037928226,0.013311898,0.038206363,0.037274268,0.014538101,0.0
02:49:58:29.821,61,0.031724877,0.03793051,0.01330018,0.038116736,0.037211532,0.031012929,0.01448903,0.0,0.031724877,0.03793051,0.01330018,0.038116736,0.037211532,0.01448903,0.0
02:49:58:30.822,61,0.031716323,0.037958501,0.013308208,0.038046484,0.037221195,0.030973685,0.014432567,0.0,0.031716323,0.037958501,0.013308208,0.038046484,0.037221195,0.014432567,0.0
02:49:58:31.824,61,0.031693506,0.037929871,0.013302143,0.037999076,0.037040007,0.030953696,0.014461803,0.0,0.031693506,0.037929871,0.013302143,0.037999076,0.037040007,0.014461803,0.0
02:49:58:32.826,61,0.031796234,0.037920674,0.013339017,0.037957517,0.036962933,0.030877607,0.014436411,9.65e-05,0.031796234,0.037920674,0.013339017,0.037957517,0.036962933,0.014436411,9.65e-05
02:49:58:33.827,61,0.031846433,0.037964118,0.01334415,0.037939009,0.036771243,0.030844961,0.014418959,0.00013773,0.031846433,0.037964118,0.01334415,0.037939009,0.036771243,0.014418959,0.00013773
02:49:58:34.829,61,0.032296013,0.038029272,0.013482558,0.038157236,0.037418941,0.030727348,0.014486833,0.000381007,0.032296013,0.038029272,0.013482558,0.038157236,0.037418941,0.014486833,0.000381007
02:49:58:35.830,61,0.032906563,0.038791646,0.013642041,0.038437592,0.038775122,0.030653334,0.014584476,0.000671419,0.032906563,0.038791646,0.013642041,0.038437592,0.038775122,0.014584476,0.000671419
02:49:58:36.832,61,0.032993691,0.03892637,0.013808782,0.03871734,0.039366356,0.03074526,0.01469886,0.000956279,0.032993691,0.03892637,0.013808782,0.03871734,0.039366356,0.01469886,0.000956279
02:49:58:37.833,61,0.032982472,0.039373465,0.013799364,0.038670046,0.039366356,0.030750682,0.014691574,0.000956279,0.032982472,0.039373465,0.013799364,0.038670046,0.039366356,0.014691574,0.000956279
02:49:58:38.835,61,0.033182466,0.039577607,0.013787292,0.038751118,0.039470166,0.030573843,0.014723649,0.000973875,0.033182466,0.039577607,0.013787292,0.038751118,0.039470166,0.014723649,0.000973875
02:49:58:39.837,61,0.033216562,0.039710416,0.013785346,0.038768616,0.039581038,0.030530845,0.014749911,0.000964215,0.033216562,0.039710416,0.013785346,0.038768616,0.039581038,0.014749911,0.000964215
02:49:58:40.839,61,0.033294894,0.039819995,0.013737634,0.038806013,0.039384741,0.030547354,0.01472597,0.000990583,0.033294894,0.039819995,0.013737634,0.038806013,0.039384741,0.01472597,0.000990583
02:49:58:41.840,61,0.033255951,0.039912592,0.013707179,0.038772664,0.039143886,0.030451557,0.014700045,0.000960114,0.033255951,0.039912592,0.013707179,0.038772664,0.039143886,0.014700045,0.000960114
02:49:58:42.842,61,0.033177822,0.039972333,0.01370459,0.038700959,0.039887261,0.030181391,0.014665416,0.00076454,0.033177822,0.039972333,0.01370459,0.038700959,0.039887261,0.014665416,0.00076454
02:49:58:43.843,61,0.033230875,0.040060118,0.013711597,0.038731863,0.039887261,0.030191953,0.014680919,0.00076454,0.033230875,0.040060118,0.013711597,0.038731863,0.039887261,0.014680919,0.00076454
02:49:58:44.845,61,0.033444824,0.040395099,0.013755493,0.038881102,0.039870712,0.030195315,0.014738873,0.000761697,0.033444824,0.040395099,0.013755493,0.038881102,0.039870712,0.014738873,0.000761697
02:49:58:45.847,61,0.033457331,0.040456206,0.013743614,0.038840756,0.039523633,0.030094726,0.014738329,0.000755162,0.033457331,0.040456206,0.013743614,0.038840756,0.039523633,0.014738329,0.000755162
02:49:58:46.848,61,0.033565155,0.040665462,0.013786317,0.038853827,0.039882579,0.030066385,0.014748761,0.00075667,0.033565155,0.040665462,0.013786317,0.038853827,0.039882579,0.014748761,0.00075667
02:49:58:47.850,61,0.033650147,0.040744203,0.013841765,0.038872225,0.043473767,0.030025026,0.014756121,0.000817078,0.033650147,0.040744203,0.013841765,0.038872225,0.043473767,0.014756121,0.000817078
02:49:58:48.851,61,0.033955078,0.0410165,0.01398482,0.038934849,0.047060243,0.030038958,0.014751393,0.000978783,0.033955078,0.0410165,0.01398482,0.038934849,0.047060243,0.014751393,0.000978783
02:49:58:49.853,61,0.033963672,0.041046103,0.013985405,0.038927326,0.046737726,0.030096176,0.014715035,0.000978783,0.033963672,0.041046103,0.013985405,0.038927326,0.046737726,0.014715035,0.000978783
02:49:58:50.854,61,0.037220263,0.041420385,0.014249824,0.039583786,0.055019399,0.029598002,0.014794165,0.001095992,0.037220263,0.041420385,0.014249824,0.039583786,0.055019399,0.014794165,0.001095992
02:49:58:51.856,61,0.037275908,0.041498303,0.014270763,0.039629613,0.054986944,0.02965534,0.014797604,0.001095992,0.037275908,0.041498303,0.014270763,0.039629613,0.054986944,0.014797604,0.001095992
02:49:58:52.858,61,0.04177716,0.042003377,0.01471801,0.04190923,0.07759117,0.027037079,0.015050427,0.002502697,0.04177716,0.042003377,0.01471801,0.04190923,0.07759117,0.015050427,0.002502697
02:49:58:53.859,61,0.042302019,0.042278313,0.014974743,0.042196064,0.081124767,0.02681775,0.015089374,0.00280519,0.042302019,0.042278313,0.014974743,0.042196064,0.081124767,0.015089374,0.00280519
02:49:58:54.861,61,0.042742453,0.042154693,0.016512636,0.042808416,0.086716662,0.026819777,0.015348869,0.003093794,0.042742453,0.042154693,0.016512636,0.042808416,0.086716662,0.015348869,0.003093794
02:49:58:55.862,61,0.043152408,0.042947272,0.017500854,0.043302145,0.097897601,0.026213704,0.015771231,0.004197062,0.043152408,0.042947272,0.017500854,0.043302145,0.097897601,0.015771231,0.004197062
02:49:58:56.864,61,0.043107294,0.042911007,0.017473126,0.043242688,0.097670816,0.0262183,0.015731549,0.004197062,0.043107294,0.042911007,0.017473126,0.043242688,0.097670816,0.015731549,0.004197062
02:49:58:57.865,61,0.043074811,0.042884211,0.01745454,0.043199816,0.098104592,0.026225264,0.015708526,0.004197062,0.043074811,0.042884211,0.01745454,0.043199816,0.098104592,0.015708526,0.004197062
02:49:58:58.867,61,0.043499841,0.04299671,0.018315484,0.043744295,0.103428192,0.026378284,0.016009299,0.004473598,0.043499841,0.04299671,0.018315484,0.043744295,0.103428192,0.016009299,0.004473598
02:49:58:59.869,61,0.043821321,0.043285901,0.0196042,0.044322714,0.113727912,0.02593423,0.016350427,0.006283198,0.043821321,0.043285901,0.0196042,0.044322714,0.113727912,0.016350427,0.006283198
02:49:59:00.870,61,0.044891482,0.043700455,0.021806248,0.045586492,0.13175148,0.024688054,0.016891435,0.008739208,0.044891482,0.043700455,0.021806248,0.045586492,0.13175148,0.016891435,0.008739208
02:49:59:01.872,61,0.050161045,0.04819839,0.024088907,0.052222587,0.141789873,0.026281058,0.019308882,0.00908157,0.050161045,0.04819839,0.024088907,0.052222587,0.141789873,0.019308882,0.00908157
02:49:59:02.873,61,0.051466169,0.048836628,0.025674791,0.053127149,0.149348551,0.026593995,0.019961956,0.009457314,0.051466169,0.048836628,0.025674791,0.053127149,0.149348551,0.019961956,0.009457314
02:49:59:03.875,61,0.05187942,0.048776397,0.026411249,0.052735872,0.15205226,0.026333313,0.020206012,0.010262338,0.05187942,0.048776397,0.026411249,0.052735872,0.15205226,0.020206012,0.010262338
02:49:59:04.876,61,0.052593735,0.049663896,0.027911747,0.053243694,0.15937235,0.026417216,0.020392056,0.012139643,0.052593735,0.049663896,0.027911747,0.053243694,0.15937235,0.020392056,0.012139643
02:49:59:05.878,61,0.052610684,0.049709482,0.028355214,0.053109627,0.164530603,0.026429235,0.020397477,0.013640479,0.052610684,0.049709482,0.028355214,0.053109627,0.164530603,0.020397477,0.013640479
02:49:59:06.880,61,0.055023857,0.050622797,0.038445899,0.060656279,0.192305074,0.030153894,0.021887047,0.023548038,0.055023857,0.050622797,0.038445899,0.060656279,0.192305074,0.021887047,0.023548038
02:49:59:07.881,61,0.055049356,0.050539205,0.038614787,0.060446516,0.192558752,0.03012752,0.021914467,0.023799343,0.055049356,0.050539205,0.038614787,0.060446516,0.192558752,0.021914467,0.023799343
02:49:59:08.883,61,0.055719206,0.050775534,0.040631095,0.061041884,0.1972631,0.03090438,0.022233614,0.025043109,0.055719206,0.050775534,0.040631095,0.061041884,0.1972631,0.022233614,0.025043109
02:49:59:09.885,61,0.055719206,0.050775534,0.040631095,0.061041884,0.1972631,0.03090438,0.022233614,0.025043109,0.055719206,0.050775534,0.040631095,0.061041884,0.1972631,0.022233614,0.025043109
02:49:59:10.886,61,0.055958749,0.051238974,0.040934558,0.06132021,0.197555158,0.03102418,0.022437065,0.025811802,0.055958749,0.051238974,0.040934558,0.06132021,0.197555158,0.022437065,0.025811802
02:49:59:11.888,61,0.056248823,0.051606947,0.0409415,0.061351811,0.197465784,0.030937785,0.022517837,0.026129877,0.056248823,0.051606947,0.0409415,0.061351811,0.197465784,0.022517837,0.026129877
02:49:59:12.889,61,0.056683795,0.052112282,0.04114133,0.061700884,0.197828667,0.031056578,0.022825184,0.026698152,0.056683795,0.052112282,0.04114133,0.061700884,0.197828667,0.022825184,0.026698152
02:49:59:13.891,61,0.063731272,0.058732814,0.044678387,0.067960771,0.226782372,0.033064684,0.02783916,0.030010624,0.063731272,0.058732814,0.044678387,0.067960771,0.226782372,0.02783916,0.030010624
02:49:59:14.893,61,0.06403376,0.059795668,0.04485621,0.068054186,0.229654151,0.03309093,0.028119497,0.030407802,0.06403376,0.059795668,0.04485621,0.068054186,0.229654151,0.028119497,0.030407802
02:49:59:15.894,61,0.077999892,0.060431745,0.04199021,0.076589483,0.255063824,0.045364716,0.044869338,0.037987584,0.077999892,0.060431745,0.04199021,0.076589483,0.255063824,0.044869338,0.037987584
02:49:59:16.896,61,0.081874947,0.060736953,0.041837157,0.080512609,0.262304852,0.047328203,0.050677962,0.040410632,0.081874947,0.060736953,0.041837157,0.080512609,0.262304852,0.050677962,0.040410632
02:49:59:17.897,61,0.087635114,0.060590415,0.041873028,0.082376623,0.271088484,0.048372585,0.053445513,0.042063123,0.087635114,0.060590415,0.041873028,0.082376623,0.271088484,0.053445513,0.042063123
02:49:59:18.899,61,0.090473058,0.059560774,0.041727004,0.083772075,0.27680437,0.04905161,0.055549395,0.043274883,0.090473058,0.059560774,0.041727004,0.083772075,0.27680437,0.055549395,0.043274883
02:49:59:19.900,61,0.09388637,0.05970703,0.041629768,0.085092412,0.28077427,0.049623942,0.05693822,0.044729366,0.09388637,0.05970703,0.041629768,0.085092412,0.28077427,0.05693822,0.044729366
02:49:59:20.902,61,0.097688486,0.05992307,0.041884962,0.08824887,0.290309494,0.050158496,0.06008928,0.047457784,0.097688486,0.05992307,0.041884962,0.08824887,0.290309494,0.06008928,0.047457784
02:49:59:21.904,61,0.104584094,0.060298176,0.04251995,0.092332482,0.299796686,0.050672329,0.065206281,0.048340838,0.104584094,0.060298176,0.04251995,0.092332482,0.299796686,0.065206281,0.048340838
02:49:59:22.905,61,0.105506236,0.059972026,0.042442271,0.09310707,0.299367237,0.050889447,0.065592827,0.048297325,0.105506236,0.059972026,0.042442271,0.09310707,0.299367237,0.065592827,0.048297325
02:49:59:23.907,61,0.110087331,0.059935324,0.042920791,0.095491586,0.305223389,0.051442528,0.068571736,0.048595045,0.110087331,0.059935324,0.042920791,0.095491586,0.305223389,0.068571736,0.048595045
02:49:59:24.908,61,0.110052587,0.059917292,0.042845952,0.095394974,0.305073775,0.051450793,0.068496548,0.048687637,0.110052587,0.059917292,0.042845952,0.095394974,0.305073775,0.068496548,0.048687637
02:49:59:25.910,61,0.112290677,0.05981697,0.042822768,0.095966006,0.308179375,0.051466734,0.069365048,0.04895071,0.112290677,0.05981697,0.042822768,0.095966006,0.308179375,0.069365048,0.04895071
02:49:59:26.911,61,0.112154628,0.05996732,0.0427819,0.095740286,0.307326683,0.051502289,0.06929097,0.049097818,0.112154628,0.05996732,0.0427819,0.095740286,0.307326683,0.06929097,0.049097818
02:49:59:27.913,61,0.114459745,0.059895104,0.042753737,0.096143496,0.308164106,0.051411477,0.069717943,0.049768856,0.114459745,0.059895104,0.042753737,0.096143496,0.308164106,0.069717943,0.049768856
02:49:59:28.915,61,0.114937881,0.060182278,0.042911297,0.096457361,0.309698946,0.051613417,0.069855514,0.049767436,0.114937881,0.060182278,0.042911297,0.096457361,0.309698946,0.069855514,0.049767436
02:49:59:29.916,61,0.114901649,0.060141801,0.042873615,0.096448742,0.30964779,0.051668857,0.069922169,0.049708992,0.114901649,0.060141801,0.042873615,0.096448742,0.30964779,0.069922169,0.049708992
02:49:59:30.918,61,0.118534012,0.06095108,0.043972832,0.098917999,0.32271489,0.052118884,0.070587843,0.049714174,0.118534012,0.06095108,0.043972832,0.098917999,0.32271489,0.070587843,0.049714174
02:49:59:31.919,61,0.122052869,0.061521995,0.044234493,0.10020693,0.32788185,0.051777028,0.071244993,0.050897572,0.122052869,0.061521995,0.044234493,0.10020693,0.32788185,0.071244993,0.050897572
02:49:59:32.921,61,0.123486759,0.061648895,0.044193226,0.100987968,0.330155328,0.051667697,0.071285707,0.050856888,0.123486759,0.061648895,0.044193226,0.100987968,0.330155328,0.071285707,0.050856888
02:49:59:33.923,61,0.124656626,0.061998965,0.044734757,0.102065409,0.332014889,0.051786862,0.071746072,0.051117202,0.124656626,0.061998965,0.044734757,0.102065409,0.332014889,0.071746072,0.051117202
02:49:59:34.924,61,0.129044861,0.062572377,0.045082906,0.104960597,0.336004846,0.052015339,0.072974791,0.05124003,0.129044861,0.062572377,0.045082906,0.104960597,0.336004846,0.072974791,0.05124003
02:49:59:35.926,61,0.130810415,0.068401681,0.045344744,0.108764768,0.335663545,0.052516047,0.07470836,0.051709323,0.130810415,0.068401681,0.045344744,0.108764768,0.335663545,0.07470836,0.051709323
02:49:59:36.927,61,0.13259374,0.069990061,0.045555956,0.111065881,0.336057041,0.052385732,0.076126419,0.053407594,0.13259374,0.069990061,0.045555956,0.111065881,0.336057041,0.076126419,0.053407594
02:49:59:37.929,61,0.13371193,0.071098632,0.045809386,0.111406978,0.336164707,0.052476526,0.076744611,0.056498189,0.13371193,0.071098632,0.045809386,0.111406978,0.336164707,0.076744611,0.056498189
02:49:59:38.931,61,0.136889866,0.072065078,0.04638204,0.112165188,0.337589777,0.052433116,0.078653323,0.058828297,0.136889866,0.072065078,0.04638204,0.112165188,0.337589777,0.078653323,0.058828297
02:49:59:39.933,61,0.138327065,0.078073474,0.046553859,0.112365428,0.337326778,0.052478058,0.079690989,0.060481157,0.138327065,0.078073474,0.046553859,0.112365428,0.337326778,0.079690989,0.060481157
02:49:59:40.934,61,0.138673135,0.078529989,0.046829706,0.112628112,0.338749167,0.052624674,0.079864994,0.061285388,0.138673135,0.078529989,0.046829706,0.112628112,0.338749167,0.079864994,0.061285388
02:49:59:41.936,61,0.139645133,0.08067274,0.047120844,0.112780174,0.339952198,0.052717912,0.081018394,0.062292724,0.139645133,0.08067274,0.047120844,0.112780174,0.339952198,0.081018394,0.062292724
02:49:59:42.937,61,0.139597702,0.080707433,0.047064279,0.112697381,0.339642413,0.052680893,0.081025077,0.062638697,0.139597702,0.080707433,0.047064279,0.112697381,0.339642413,0.081025077,0.062638697
02:49:59:43.939,61,0.140367629,0.081397015,0.047496581,0.113052158,0.343269234,0.052840167,0.08135724,0.064034074,0.140367629,0.081397015,0.047496581,0.113052158,0.343269234,0.08135724,0.064034074
02:49:59:44.940,61,0.140718667,0.081708502,0.047608778,0.113289349,0.344188586,0.052862906,0.081634999,0.064855158,0.140718667,0.081708502,0.047608778,0.113289349,0.344188586,0.081634999,0.064855158
02:49:59:45.942,61,0.14088564,0.081828365,0.047738134,0.113486978,0.344474788,0.052722218,0.082381937,0.064981283,0.14088564,0.081828365,0.047738134,0.113486978,0.344474788,0.082381937,0.064981283
02:49:59:46.944,61,0.142122079,0.082359819,0.048446754,0.11499669,0.359738542,0.052627581,0.084206068,0.06661015,0.142122079,0.082359819,0.048446754,0.11499669,0.359738542,0.084206068,0.06661015
02:49:59:47.945,61,0.140934991,0.076745919,0.048930986,0.113156005,0.358427315,0.052702662,0.085287883,0.067426668,0.140934991,0.076745919,0.048930986,0.113156005,0.358427315,0.085287883,0.067426668
02:49:59:48.947,61,0.141637819,0.075431343,0.049363642,0.114658746,0.366630943,0.052655879,0.086076214,0.067703434,0.141637819,0.075431343,0.049363642,0.114658746,0.366630943,0.086076214,0.067703434
02:49:59:49.948,61,0.143792848,0.074327964,0.049830304,0.117069654,0.372751515,0.052532699,0.087087821,0.067532752,0.143792848,0.074327964,0.049830304,0.117069654,0.372751515,0.087087821,0.067532752
02:49:59:50.950,61,0.146573252,0.074815527,0.050228194,0.119674815,0.375309132,0.052249178,0.089259625,0.068472792,0.146573252,0.074815527,0.050228194,0.119674815,0.375309132,0.089259625,0.068472792
02:49:59:51.951,61,0.144587437,0.074008318,0.050601051,0.120222989,0.378007183,0.052275987,0.090470414,0.068989649,0.144587437,0.074008318,0.050601051,0.120222989,0.378007183,0.090470414,0.068989649
02:49:59:52.953,61,0.144750213,0.073225476,0.050685393,0.120272764,0.378889975,0.052193493,0.090476153,0.068955847,0.144750213,0.073225476,0.050685393,0.120272764,0.378889975,0.090476153,0.068955847
02:49:59:53.955,61,0.144937355,0.0716993,0.052160259,0.120641094,0.38265685,0.051990485,0.090131435,0.068683714,0.144937355,0.0716993,0.052160259,0.120641094,0.38265685,0.090131435,0.068683714
02:49:59:54.956,61,0.144880456,0.071282046,0.052658281,0.120780411,0.383683675,0.052040101,0.08993732,0.069140004,0.144880456,0.071282046,0.052658281,0.120780411,0.383683675,0.08993732,0.069140004
02:49:59:55.958,61,0.144983942,0.069972277,0.053242413,0.121480392,0.39069159,0.052152835,0.0898969,0.069321006,0.144983942,0.069972277,0.053242413,0.121480392,0.39069159,0.0898969,0.069321006
02:49:59:56.959,61,0.149828751,0.070657251,0.059015364,0.122782109,0.398724393,0.051987417,0.089710988,0.070390841,0.149828751,0.070657251,0.059015364,0.122782109,0.398724393,0.089710988,0.070390841
02:49:59:57.961,61,0.149277281,0.070901369,0.059892713,0.122903255,0.399727793,0.051899788,0.089949396,0.070931068,0.149277281,0.070901369,0.059892713,0.122903255,0.399727793,0.089949396,0.070931068
02:49:59:58.962,61,0.153537288,0.071142536,0.060270142,0.124432925,0.406808248,0.051992546,0.090270979,0.071625246,0.153537288,0.071142536,0.060270142,0.124432925,0.406808248,0.090270979,0.071625246
02:49:59:59.964,61,0.155211173,0.07244633,0.064915107,0.127120481,0.408304144,0.051832635,0.094538942,0.07158298,0.155211173,0.07244633,0.064915107,0.127120481,0.408304144,0.094538942,0.07158298
02:50:00:00.966,61,0.158500533,0.072831263,0.065212395,0.127441529,0.411086505,0.051941563,0.095452774,0.072728127,0.158500533,0.072831263,0.065212395,0.127441529,0.411086505,0.095452774,0.072728127
02:50:00:01.967,61,0.16235646,0.076556904,0.063035754,0.130263733,0.415347161,0.05208877,0.097938304,0.072091357,0.16235646,0.076556904,0.063035754,0.130263733,0.415347161,0.097938304,0.072091357
02:50:00:02.969,61,0.165566421,0.077366923,0.063785623,0.132202585,0.422474826,0.052368034,0.098183944,0.074258076,0.165566421,0.077366923,0.063785623,0.132202585,0.422474826,0.098183944,0.074258076
02:50:00:03.970,61,0.168799364,0.07834143,0.064553054,0.13374266,0.428931373,0.052728834,0.098370975,0.075529957,0.168799364,0.07834143,0.064553054,0.13374266,0.428931373,0.098370975,0.075529957
02:50:00:04.972,61,0.169295613,0.080233542,0.063601337,0.132978703,0.431374443,0.052767175,0.097945284,0.07719833,0.169295613,0.080233542,0.063601337,0.132978703,0.431374443,0.097945284,0.07719833
02:50:00:05.973,61,0.18389334,0.08546791,0.066037999,0.139455646,0.459011366,0.054600814,0.099742753,0.085038349,0.18389334,0.08546791,0.066037999,0.139455646,0.459011366,0.099742753,0.085038349
02:50:00:06.975,61,0.184347721,0.085472114,0.065563084,0.138799664,0.458462338,0.054624764,0.098353561,0.087150805,0.184347721,0.085472114,0.065563084,0.138799664,0.458462338,0.098353561,0.087150805
02:50:00:07.977,61,0.187650532,0.085364611,0.065567453,0.139261978,0.458576009,0.054608716,0.098219626,0.0877685,0.187650532,0.085364611,0.065567453,0.139261978,0.458576009,0.098219626,0.0877685
02:50:00:08.979,61,0.193981191,0.0871698,0.066416667,0.141630847,0.468497271,0.055299259,0.098958385,0.090154192,0.193981191,0.0871698,0.066416667,0.141630847,0.468497271,0.098958385,0.090154192
02:50:00:09.981,61,0.195303418,0.088136602,0.066674782,0.142312183,0.469845322,0.05541445,0.09921933,0.090645649,0.195303418,0.088136602,0.066674782,0.142312183,0.469845322,0.09921933,0.090645649
02:50:00:10.982,61,0.202479052,0.08890078,0.067488255,0.146216501,0.488545696,0.056072995,0.100044948,0.093756195,0.202479052,0.08890078,0.067488255,0.146216501,0.488545696,0.100044948,0.093756195
02:50:00:11.984,61,0.204657954,0.089312966,0.067868526,0.14821854,0.494094287,0.056314942,0.10106884,0.094906448,0.204657954,0.089312966,0.067868526,0.14821854,0.494094287,0.10106884,0.094906448
02:50:00:12.985,61,0.211054638,0.089916907,0.068233416,0.150324137,0.497781595,0.056580502,0.10170274,0.096387101,0.211054638,0.089916907,0.068233416,0.150324137,0.497781595,0.10170274,0.096387101
02:50:00:13.987,61,0.20837262,0.089626069,0.065825916,0.14785217,0.492658019,0.056748071,0.100288372,0.096856779,0.20837262,0.089626069,0.065825916,0.14785217,0.492658019,0.100288372,0.096856779
02:50:00:14.988,61,0.20835141,0.089685211,0.065225792,0.147797637,0.492491553,0.056775112,0.100439315,0.096931926,0.20835141,0.089685211,0.065225792,0.147797637,0.492491553,0.100439315,0.096931926
02:50:00:15.990,61,0.214806924,0.090266004,0.065739088,0.148622801,0.49854219,0.056895134,0.101142991,0.098245937,0.214806924,0.090266004,0.065739088,0.148622801,0.49854219,0.101142991,0.098245937
02:50:00:16.992,61,0.239144163,0.09803489,0.069570599,0.152059453,0.515256504,0.056838121,0.105664817,0.106063337,0.239144163,0.09803489,0.069570599,0.152059453,0.515256504,0.105664817,0.106063337
02:50:00:17.993,61,0.243180227,0.100018534,0.069459489,0.152880589,0.518197884,0.056788099,0.10666033,0.108591234,0.243180227,0.100018534,0.069459489,0.152880589,0.518197884,0.10666033,0.108591234
02:50:00:18.995,61,0.243108058,0.099894974,0.069342074,0.152805264,0.518135751,0.056789826,0.106684502,0.108502801,0.243108058,0.099894974,0.069342074,0.152805264,0.518135751,0.106684502,0.108502801
02:50:00:19.996,61,0.249638626,0.101813156,0.069052124,0.156081213,0.526969885,0.056666942,0.10939437,0.112447226,0.249638626,0.101813156,0.069052124,0.156081213,0.526969885,0.10939437,0.112447226
02:50:00:20.998,61,0.250545405,0.102067048,0.068957902,0.156374545,0.527766541,0.056770721,0.109590404,0.112930687,0.250545405,0.102067048,0.068957902,0.156374545,0.527766541,0.109590404,0.112930687
02:50:00:21.999,61,0.250654764,0.102105453,0.06899211,0.15625015,0.527826414,0.056813189,0.109473381,0.112950279,0.250654764,0.102105453,0.06899211,0.15625015,0.527826414,0.109473381,0.112950279
02:50:00:23.001,61,0.25414792,0.102715134,0.069041636,0.156855012,0.530801093,0.057256041,0.109731682,0.114059135,0.25414792,0.102715134,0.069041636,0.156855012,0.530801093,0.109731682,0.114059135
02:50:00:24.003,61,0.257184928,0.103438807,0.069228879,0.159029516,0.535784016,0.057221084,0.111549854,0.116162647,0.257184928,0.103438807,0.069228879,0.159029516,0.535784016,0.111549854,0.116162647
02:50:00:25.004,61,0.25886381,0.103452279,0.06902234,0.159668972,0.540862674,0.05726077,0.112176369,0.117143307,0.25886381,0.103452279,0.06902234,0.159668972,0.540862674,0.112176369,0.117143307
02:50:00:26.006,61,0.260985988,0.103357079,0.068720524,0.159851224,0.548638841,0.057502511,0.112717635,0.117219818,0.260985988,0.103357079,0.068720524,0.159851224,0.548638841,0.112717635,0.117219818
02:50:00:27.007,61,0.263427038,0.1032451,0.068440974,0.160202585,0.551596478,0.057911785,0.113095889,0.116722075,0.263427038,0.1032451,0.068440974,0.160202585,0.551596478,0.113095889,0.116722075
02:50:00:28.009,61,0.26971426,0.103648569,0.068489743,0.16217302,0.556232517,0.058002198,0.114649653,0.117874525,0.26971426,0.103648569,0.068489743,0.16217302,0.556232517,0.114649653,0.117874525
02:50:00:29.010,61,0.274300303,0.104386749,0.069070544,0.164409092,0.561641112,0.058037473,0.117115175,0.118605139,0.274300303,0.104386749,0.069070544,0.164409092,0.561641112,0.117115175,0.118605139
02:50:00:30.012,61,0.274415358,0.104474037,0.068996013,0.164417624,0.562581028,0.058085683,0.117254073,0.118582318,0.274415358,0.104474037,0.068996013,0.164417624,0.562581028,0.117254073,0.118582318
02:50:00:31.014,61,0.280849131,0.106827486,0.070005141,0.167709918,0.572013875,0.060032648,0.130482603,0.119991744,0.280849131,0.106827486,0.070005141,0.167709918,0.572013875,0.130482603,0.119991744
02:50:00:32.015,61,0.288610434,0.113492175,0.07074388,0.170835163,0.57843335,0.062544654,0.136659313,0.121512552,0.288610434,0.113492175,0.07074388,0.170835163,0.57843335,0.136659313,0.121512552
02:50:00:33.017,61,0.296290133,0.116703218,0.070897082,0.172733874,0.59215652,0.062242925,0.139624802,0.126879935,0.296290133,0.116703218,0.070897082,0.172733874,0.59215652,0.139624802,0.126879935
02:50:00:34.018,61,0.302254298,0.120330722,0.070987181,0.17333022,0.601950755,0.062150755,0.140802297,0.129533236,0.302254298,0.120330722,0.070987181,0.17333022,0.601950755,0.140802297,0.129533236
02:50:00:35.020,61,0.317635542,0.123791128,0.071192085,0.177543927,0.611637637,0.06170272,0.148313722,0.134951236,0.317635542,0.123791128,0.071192085,0.177543927,0.611637637,0.148313722,0.134951236
02:50:00:36.022,61,0.327023659,0.129367535,0.071371606,0.180564535,0.61970216,0.064997652,0.156904641,0.1394903,0.327023659,0.129367535,0.071371606,0.180564535,0.61970216,0.156904641,0.1394903
02:50:00:37.023,61,0.334073005,0.133416563,0.071736362,0.183897222,0.625160759,0.065591328,0.162497677,0.145655835,0.334073005,0.133416563,0.071736362,0.183897222,0.625160759,0.162497677,0.145655835
02:50:00:38.025,61,0.341067031,0.136789043,0.071776183,0.185671937,0.638094554,0.069446174,0.168466641,0.150789292,0.341067031,0.136789043,0.071776183,0.185671937,0.638094554,0.168466641,0.150789292
