Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
21:36:39:03.536,61,0.0992921591,0.1664662212,0.0650217086,0.0000000000,0.0000000000,0.0633373335,0.0000000000,0.0993517637,0.1665229648,0.0529322773,0.0000000000,0.0000000000,0.0633370057,0.0000000000,0.0473599471,0.0000000000,0.0089915898,0.1019684747,0.1129452735,0.0608715601,0.1167783141,0.0000000000,0.0078891320,0.0358492360,0.0623147525,0.0000000000,0.0000000000,0.0290690158,0.0310718305,0.0767255574,0.0798202306,0.0605756119,0.0341534689,0.1145713329,0.0619993210,0.0392308980,0.0410578325,0.0935774893,0.0890211761,0.0238948632,0.0272814538,0.0000000000,0.0000000000,0.0693807453,0.0093246205,0.0093177808,0.0210234728,0.0533104651,0.0565489419,0.0496921986,0.0576013587,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0321672820,0.1017759219,-0.0032846278,0.0395142138,0.1017681509,0.0040341569
21:36:39:04.537,61,0.0993744209,0.1668754071,0.0650730357,0.0000000000,0.0000000000,0.0632126555,0.0000000000,0.0994342864,0.1669326276,0.0528792590,0.0000000000,0.0000000000,0.0632123351,0.0000000000,0.0473712012,0.0000000000,0.0089986660,0.1019067317,0.1129051894,0.0607995652,0.1166367829,0.0000000000,0.0078808572,0.0358262509,0.0622999519,0.0000000000,0.0000000000,0.0290645827,0.0310661066,0.0767780915,0.0798816085,0.0606148168,0.0341438241,0.1145861968,0.0619963035,0.0392345227,0.0410625115,0.0935423672,0.0889746696,0.0238922499,0.0272790175,0.0000000000,0.0000000000,0.0694003031,0.0093671093,0.0093601709,0.0210173279,0.0533166938,0.0565533824,0.0497240014,0.0576429628,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0321342424,0.1020262167,-0.0032893803,0.0395443924,0.1020184308,0.0040472336
21:36:39:05.539,61,0.0994631797,0.1673099399,0.0650601089,0.0000000000,0.0000000000,0.0630459860,0.0000000000,0.0995237529,0.1673671454,0.0528930612,0.0000000000,0.0000000000,0.0630456582,0.0000000000,0.0472751036,0.0000000000,0.0090192333,0.1016466841,0.1127154380,0.0606167614,0.1164775044,0.0000000000,0.0079394281,0.0357037224,0.0622426793,0.0000000000,0.0000000000,0.0290079769,0.0310049150,0.0767379180,0.0798627213,0.0606114641,0.0340630040,0.1146222278,0.0620000325,0.0392100327,0.0410403572,0.0932521373,0.0887015909,0.0238507390,0.0272384044,0.0000000000,0.0000000000,0.0693088472,0.0093223760,0.0093152244,0.0210038256,0.0532776080,0.0565126278,0.0497388989,0.0576734319,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0321417563,0.1022918001,-0.0032987739,0.0395354629,0.1022840291,0.0040569287
21:36:39:06.541,61,0.0993817523,0.1671981066,0.0651115105,0.0000000000,0.0000000000,0.0629252791,0.0000000000,0.0994428396,0.1672556698,0.0528430231,0.0000000000,0.0000000000,0.0629249588,0.0000000000,0.0471650325,0.0000000000,0.0090062357,0.1013568118,0.1124963909,0.0603028797,0.1161716655,0.0000000000,0.0079668956,0.0357368514,0.0623074546,0.0000000000,0.0000000000,0.0289678555,0.0309614148,0.0766668320,0.0798008516,0.0606558137,0.0339879990,0.1146573946,0.0619985238,0.0391630530,0.0409985892,0.0928846151,0.0883366466,0.0237804167,0.0271631852,0.0000000000,0.0000000000,0.0691862479,0.0092975600,0.0092901168,0.0209759586,0.0532206558,0.0564580746,0.0497005321,0.0576432906,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0321115777,0.1022235751,-0.0032934640,0.0395669714,0.1022157967,0.0040574330
21:36:39:07.542,61,0.0995733142,0.1672894210,0.0651316792,0.0000000000,0.0000000000,0.0629073009,0.0000000000,0.0996349454,0.1673471928,0.0528122373,0.0000000000,0.0000000000,0.0629069954,0.0000000000,0.0472810753,0.0000000000,0.0090209283,0.1015343592,0.1126732603,0.0605249703,0.1162751094,0.0000000000,0.0079993084,0.0358304568,0.0625806227,0.0000000000,0.0000000000,0.0290309936,0.0310342759,0.0769195929,0.0800655335,0.0606892630,0.0339959040,0.1147533953,0.0620662943,0.0391960926,0.0410295725,0.0934361517,0.0888707936,0.0238964222,0.0273029413,0.0000000000,0.0000000000,0.0692835450,0.0091290874,0.0091212597,0.0209594667,0.0533809885,0.0566401109,0.0498094223,0.0577884391,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0320926867,0.1022794396,-0.0032933382,0.0395790040,0.1022716686,0.0040608994
21:36:39:08.544,61,0.0996021032,0.1674129069,0.0651501045,0.0000000000,0.0000000000,0.0628772825,0.0000000000,0.0996642262,0.1674708426,0.0527925454,0.0000000000,0.0000000000,0.0628769919,0.0000000000,0.0472559780,0.0000000000,0.0090414351,0.1014430299,0.1126086190,0.0605785288,0.1162517294,0.0000000000,0.0079838550,0.0358952507,0.0627220348,0.0000000000,0.0000000000,0.0290377624,0.0310421381,0.0770207569,0.0801702738,0.0606320761,0.0339493565,0.1148002744,0.0621132292,0.0392044447,0.0410364866,0.0935060382,0.0889401585,0.0239275936,0.0273406953,0.0000000000,0.0000000000,0.0693110973,0.0091350302,0.0091268905,0.0209456012,0.0534272119,0.0566918738,0.0498323739,0.0578241237,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0320804715,0.1023549736,-0.0032945336,0.0395898931,0.1023472100,0.0040650382
21:36:39:09.545,61,0.0995934382,0.1674327254,0.0650459751,0.0000000000,0.0000000000,0.0628730133,0.0000000000,0.0996561050,0.1674899310,0.0528862476,0.0000000000,0.0000000000,0.0628727302,0.0000000000,0.0471304096,0.0000000000,0.0090327570,0.1012490615,0.1124448329,0.0605477169,0.1162120327,0.0000000000,0.0080093322,0.0358337872,0.0628177226,0.0000000000,0.0000000000,0.0290124621,0.0310207326,0.0770644620,0.0802140832,0.0604692772,0.0338626802,0.1147674769,0.0621228814,0.0391636007,0.0409919247,0.0934286863,0.0888841301,0.0239181705,0.0273386165,0.0000000000,0.0000000000,0.0692705512,0.0091239046,0.0091156121,0.0209138356,0.0533782579,0.0566461086,0.0497821346,0.0577780642,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0321373679,0.1023668349,-0.0033007599,0.0395265743,0.1023590788,0.0040590134
21:36:39:10.547,61,0.0996980369,0.1677857488,0.0651191548,0.0000000000,0.0000000000,0.0628334582,0.0000000000,0.0997608006,0.1678436100,0.0528118648,0.0000000000,0.0000000000,0.0628331751,0.0000000000,0.0471051931,0.0000000000,0.0090977559,0.1012675911,0.1124785617,0.0606177226,0.1163555980,0.0000000000,0.0080035832,0.0358171649,0.0627879873,0.0000000000,0.0000000000,0.0290196836,0.0310260151,0.0771503001,0.0803156048,0.0604292937,0.0338435434,0.1148038432,0.0621397756,0.0391781554,0.0410013385,0.0934337750,0.0889022872,0.0239170399,0.0273365714,0.0000000000,0.0000000000,0.0693149716,0.0092096590,0.0092012305,0.0209152829,0.0533876196,0.0566464178,0.0497863479,0.0577889942,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0320914537,0.1025828347,-0.0033030496,0.0395701677,0.1025750786,0.0040721223
21:36:39:11.549,61,0.0997108594,0.1679956615,0.0650337413,0.0000000000,0.0000000000,0.0627523363,0.0000000000,0.0997737497,0.1680528820,0.0528992563,0.0000000000,0.0000000000,0.0627520457,0.0000000000,0.0470373370,0.0000000000,0.0091546094,0.1010819525,0.1123276278,0.0605749488,0.1163683310,0.0000000000,0.0079899672,0.0356183350,0.0625392646,0.0000000000,0.0000000000,0.0289589651,0.0309574008,0.0770782083,0.0802625492,0.0603582449,0.0337821208,0.1148099825,0.0621551797,0.0391655453,0.0409817770,0.0932103544,0.0887007862,0.0238944627,0.0273081977,0.0000000000,0.0000000000,0.0692789257,0.0092948424,0.0092862258,0.0209197383,0.0533303395,0.0565783493,0.0497659333,0.0577593185,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0321441405,0.1027109325,-0.0033126310,0.0395177417,0.1027031839,0.0040718457
21:36:39:12.550,61,0.0997880101,0.1682379544,0.0649247915,0.0000000000,0.0000000000,0.0627085790,0.0000000000,0.0998512730,0.1682944894,0.0530096479,0.0000000000,0.0000000000,0.0627082884,0.0000000000,0.0469839610,0.0000000000,0.0092143165,0.1010860875,0.1123229116,0.0607025214,0.1165113747,0.0000000000,0.0079545006,0.0356246047,0.0625425056,0.0000000000,0.0000000000,0.0289424751,0.0309352372,0.0770545453,0.0802333876,0.0602026582,0.0337576568,0.1146933511,0.0621183068,0.0391495712,0.0409624316,0.0933299288,0.0888269246,0.0239364635,0.0273523424,0.0000000000,0.0000000000,0.0693045482,0.0092831338,0.0092743449,0.0209086016,0.0533299148,0.0565701798,0.0498075262,0.0577977188,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0322107263,0.1028588042,-0.0033243038,0.0394509360,0.1028510407,0.0040708594
