Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
20:43:56:09.332,61,0.2779099047,0.433994174,0.0952009484,0,0,0.02501345574,0,0.2778151333,0.434664607,0.0389780626,0,0,0.02501345574,0,0.0189663805,0.0009178685,0,0.0264716055,0.0315347835,0.0181524586,0.1561840773,0.0043348852,0,0.02342097164,0.02911700308,0,0,0.0597340725,0.0646614879,0.0882302001,0.096463792,0.0702158436,0.0131597929,0.2345822304,0.1527606696,0.0488191657,0.0457145236,0.0621760041,0.0618632883,0.0445303507,0.0467283465,0.0951803476,0.0951804742,0.0885130018,0,0,0.0105550494,0.0703117251,0.0732527301,0.1239688843,0.1201414019,0,0,0,0,-0.0229757819,0.2655932903,-0.0062492341,0.0561210327,0.265540123,0.0152536258
20:43:56:10.333,61,0.2762781978,0.4336236417,0.095731616,0,0,0.02495597452,0,0.2762051821,0.4343047738,0.0384395346,0,0,0.02495597452,0,0.0189991798,0.0009132508,0,0.0265847109,0.0316047519,0.0180451963,0.1551848799,0.004364585,0,0.02499929666,0.03057210148,0,0,0.0627835616,0.0678481087,0.088353321,0.0965878069,0.0704286247,0.0132863885,0.2341853082,0.1522925794,0.048797965,0.0457170196,0.0625931323,0.0623107255,0.0443741083,0.0466166325,0.0991635397,0.0991655961,0.0882816538,0,0,0.0105358018,0.0704201385,0.0734353215,0.1242526397,0.1205473617,0,0,0,0,-0.0226596985,0.2653714716,-0.0061578797,0.0564373024,0.2653182149,0.0153260436
20:43:56:11.335,61,0.2758122683,0.4336173534,0.0960575864,0,0,0.02492192238,0,0.2757476568,0.4343053102,0.0381038375,0,0,0.02492192238,0,0.0190611035,0.0009070755,0,0.0267500281,0.0317440107,0.0179752037,0.1545060724,0.0043180007,0,0.02580376566,0.0313609302,0,0,0.064393878,0.0696082488,0.0884905532,0.0967172533,0.0707335249,0.013436947,0.2337477058,0.1517858654,0.0488048568,0.0457636341,0.0631118566,0.0628548414,0.0442303084,0.0465393849,0.1028355509,0.1028418392,0.0881015658,0,0,0.010526197,0.0706404671,0.0737754926,0.1245932803,0.1210614294,0,0,0,0,-0.0224618148,0.2653706074,-0.006104093,0.0566295199,0.2653172612,0.0153781204
20:43:56:12.337,61,0.2760073841,0.4337870777,0.0962361693,0,0,0.02490605414,0,0.2759491205,0.4344789684,0.0379079916,0,0,0.02490605414,0,0.0191215165,0.0009138581,0,0.0268913824,0.0318499915,0.0178834517,0.153827101,0.0042686006,0,0.0262304455,0.03181984424,0,0,0.0660392717,0.0713610649,0.0885755643,0.0967520252,0.0710533038,0.0135921305,0.2334115505,0.1513730288,0.0488147512,0.0458255783,0.0636129901,0.0633716509,0.0440957956,0.0464742109,0.1073752195,0.1073852256,0.087814346,0,0,0.0105085922,0.0708419308,0.0741018206,0.1249241456,0.1215666234,0,0,0,0,-0.0223457161,0.2654759884,-0.0060750782,0.056733191,0.2654227912,0.0154126622
20:43:56:13.338,61,0.2761286497,0.4334463477,0.0961720943,0,0,0.02488361746,0,0.2760750949,0.4341366887,0.0379498042,0,0,0.02488361746,0,0.0191728398,0.0009503774,0,0.0270215236,0.0319262445,0.017758362,0.1531726718,0.0042312979,0,0.02651517094,0.03224570454,0,0,0.0685717911,0.0740091726,0.0886124372,0.0967187062,0.0713549852,0.0137582114,0.2330656499,0.150941655,0.0488155074,0.0458807163,0.0640808269,0.0638514683,0.0439265408,0.0463782065,0.1102725714,0.1102850959,0.0874717534,0,0,0.0104883136,0.0709973648,0.0743921474,0.1252517849,0.1220475361,0,0,0,0,-0.0223716386,0.2652670145,-0.0060771042,0.0566986278,0.2652138174,0.0153905684
20:43:56:14.340,61,0.2762680948,0.4331281185,0.0957896188,0,0,0.02487741708,0,0.2762169242,0.4338100553,0.0383410864,0,0,0.02487741708,0,0.0192066021,0.0009869689,0,0.0271258652,0.0319753103,0.0176122151,0.1524703503,0.0042538522,0,0.02681714296,0.03285403252,0,0,0.0709687993,0.0764529034,0.0886800215,0.0967065021,0.0716400966,0.0139226476,0.2326787263,0.1504708081,0.0487558655,0.045872774,0.0645691976,0.0643494651,0.043746002,0.0462637134,0.112262696,0.1122753546,0.0871559009,0,0,0.0104562752,0.0711478218,0.0746542811,0.1255628318,0.122494638,0,0,0,0,-0.0226035248,0.2650688589,-0.0061352737,0.0564761385,0.2650156021,0.0153182382
20:43:56:15.342,61,0.2760925293,0.4330372214,0.0950331986,0,0,0.0248480633,0,0.2760430872,0.4337033033,0.0391239189,0,0,0.0248480633,0,0.0192245841,0.0010074227,0,0.0272178221,0.0320223421,0.0174932927,0.1518905014,0.004239019,0,0.02699899078,0.0331518799,0,0,0.0721784756,0.0776821226,0.0887798667,0.0967540964,0.0718997195,0.014049273,0.2325089127,0.1501657665,0.0487194471,0.0458750986,0.065010801,0.0648183748,0.0436245389,0.0462077819,0.1131528765,0.1131657436,0.0870010853,0,0,0.0104265371,0.0713533983,0.0749722794,0.1259149015,0.1229536012,0,0,0,0,-0.0230654366,0.2650065124,-0.0062590805,0.0560310408,0.2649531364,0.0151939066
20:43:56:16.344,61,0.2757895291,0.4331377745,0.0943230316,0,0,0.02538704574,0,0.2757412791,0.4337890744,0.039858643,0,0,0.02479944974,0,0.0192164015,0.0010035823,0,0.0272842925,0.0320519954,0.017381968,0.1513795555,0.0042452225,0,0.02710652352,0.03332988918,0,0,0.0729763359,0.0784684569,0.0888516456,0.0967795029,0.0720585287,0.0141399773,0.2324508131,0.149988234,0.0486776009,0.0458629951,0.0653564557,0.0652001426,0.0435544439,0.0461932272,0.1135914698,0.1136043966,0.0867875814,0,0,0.0103922319,0.0715079233,0.0752152428,0.1262418032,0.1233573183,0,0,0,0,-0.0234982483,0.2650616467,-0.0063778963,0.055611439,0.2650083601,0.0150835514
20:43:56:17.345,61,0.2757503092,0.4332546294,0.0939055383,0,0,0.0253773421,0,0.2757030725,0.4338972867,0.0402946696,0,0,0.02476971298,0,0.0192246921,0.0009800903,0,0.0273612365,0.0320997536,0.017294921,0.1509001106,0.0042236634,0,0.02714080512,0.03341740668,0,0,0.0734816864,0.0789550915,0.0889472067,0.0968362838,0.0722293332,0.0142236035,0.2324450761,0.1498361677,0.048659429,0.0458646119,0.065670982,0.0655459538,0.0434999242,0.0461885892,0.1134214178,0.1134342924,0.0866335928,0,0,0.0103603769,0.0716786534,0.0754586831,0.1265374571,0.1237164736,0,0,0,0,-0.0237548742,0.2651293576,-0.0064492617,0.0553642362,0.2650761008,0.0150206042
20:43:56:18.347,61,0.2766557336,0.4334180057,0.0931868032,0,0,0.02534941434,0,0.2766098976,0.4340459108,0.0410210229,0,0,0.02480891048,0,0.0192609392,0.0009477208,0,0.0274511725,0.0321669616,0.0172285177,0.1503621638,0.0041881753,0,0.02713390588,0.03345297574,0,0,0.073830314,0.0792878941,0.0890748277,0.0969320685,0.0724145547,0.0143190399,0.2322894484,0.1495557427,0.0486297719,0.045851443,0.0659931824,0.0658912882,0.0434083827,0.046143163,0.1126377806,0.1126496866,0.086577557,0,0,0.0103284838,0.0718692169,0.0757072642,0.126732707,0.1239997968,0,0,0,0,-0.0241824761,0.2652229965,-0.0065677576,0.0549390242,0.2651696801,0.0149108944
