,CheekSquintRight,EyeSquintRight,MouthDimpleRight,NoseSneerRight,MouthSmileRight,JawOpen,MouthUpperUpRight,BrowDownRight
0,0.03155063093333333,0.03709518581666667,0.0127344282,0.038723211099999995,0.0345615178,0.03124094056666667,0.014122806566666668,0.00067014045
1,0.03155063093333333,0.03709518581666667,0.0127344282,0.038723211099999995,0.0345615178,0.03124094056666667,0.014122806566666668,0.00067014045
2,0.03152321341666667,0.03699081311666667,0.01273642743333333,0.03873564488333334,0.034532171199999996,0.03127584778333334,0.014106847733333336,0.00067014045
3,0.03134179830000001,0.0366915548,0.01262565275,0.03858701728333334,0.03432340735,0.031172068949999996,0.0140344361,0.00029374954999999997
4,0.03128403876666667,0.03657006721666667,0.012610777200000001,0.03857948568333334,0.034274645299999996,0.031040810649999997,0.0140110651,0.00038920886666666665
5,0.031216616583333332,0.036373547900000004,0.012594565283333333,0.03854944121666667,0.03431915755,0.030898502416666668,0.014040626816666665,0.00017775393333333334
6,0.031153229049999998,0.03616837006666667,0.0125594171,0.03852543048333333,0.034513762516666664,0.03084176175,0.014153642183333334,5.688673333333334e-05
7,0.03113079225,0.0361106467,0.012549282133333332,0.038506611233333335,0.034473534199999996,0.030823983883333326,0.014140844183333334,6.746888333333333e-05
8,0.03108521038333333,0.03615342935,0.012467846566666664,0.03856386678333334,0.03463754625,0.030658210933333332,0.014204126633333335,0.00010658443333333332
9,0.031030551066666665,0.036076625333333334,0.012453417049999999,0.038544368,0.034665371683333335,0.030602520933333332,0.014205264566666665,0.00010658443333333332
10,0.030997980683333332,0.036062415083333334,0.01249122665,0.038559309816666665,0.03491972138333333,0.030573479533333333,0.014256750066666669,8.229461666666667e-05
11,0.030997435549999997,0.0362075946,0.012566562333333331,0.03856003251666667,0.03492301888333333,0.0308878366,0.014293047433333332,8.229461666666667e-05
12,0.03090598805,0.03620567313333333,0.012540211116666667,0.0384497307,0.034760509466666666,0.030838060366666666,0.014280065983333333,7.263198333333334e-05
13,0.030751445800000003,0.03618652343333333,0.012534690616666668,0.03836938241666667,0.03474253928333333,0.030785485633333335,0.014278882550000002,0.00017775393333333334
14,0.030783363166666664,0.0363766051,0.012569492299999999,0.03832741516666666,0.0345776989,0.030772261783333338,0.014287534533333333,0.00017775393333333334
15,0.030885821983333336,0.0365258952,0.012606047016666668,0.03836834771666666,0.03465784745,0.030865864816666668,0.014351332233333333,0.00014429973333333334
16,0.03072296453333333,0.036223590066666665,0.01266815301666667,0.038068959166666666,0.034535437366666664,0.030583668183333333,0.014268359466666667,6.746888333333333e-05
17,0.03069647185,0.03631359198333333,0.0127372397,0.03806070983333334,0.0347012348,0.030422293266666667,0.014340494366666665,0.00021304406666666667
18,0.031001389350000002,0.0367338634,0.012796742833333333,0.03817822101666667,0.03478378103333333,0.030562677883333333,0.014538056616666668,0.00021304406666666667
19,0.03087064793333334,0.03656240303333333,0.012893015983333334,0.03795858068333333,0.034658196233333334,0.03033442453333333,0.014449821233333333,0.00017775393333333334
20,0.0309291077,0.036643212683333336,0.012904400633333334,0.03799099846666667,0.03475594428333333,0.0303628103,0.014485979900000001,0.00014429973333333334
21,0.03098197901666667,0.03692718456666667,0.012962075200000001,0.03797951495,0.03479549428333333,0.030410624900000002,0.0144999506,7.263198333333334e-05
22,0.030894046316666663,0.0369212907,0.012903596433333333,0.037883803533333336,0.034319373,0.03036763301666667,0.014450490616666666,6.746888333333333e-05
23,0.03097288838333333,0.03713455486666667,0.01294537135,0.037965980350000005,0.03441530915,0.030492432883333333,0.01448676595,6.746888333333333e-05
24,0.031114802233333336,0.037277219683333335,0.01299557345,0.038045361316666665,0.03441148258333333,0.03059042773333333,0.014503981783333333,0.00010658443333333332
25,0.03118372306666667,0.037338818749999995,0.013004090916666667,0.038074548650000005,0.03432761551666667,0.030661239133333334,0.014517456616666667,0.0001790534333333333
26,0.03123594108333333,0.03744933505,0.0130376652,0.038106199949999996,0.03439173646666666,0.030715143466666667,0.014539688833333333,0.0001790534333333333
27,0.031300475333333334,0.03755524738333333,0.01305734835,0.0381456561,0.034388816833333335,0.030779119283333333,0.014550791899999999,0.00021630571666666665
28,0.03133394071666667,0.03749830971666667,0.01306370935,0.03813096913333333,0.03515856556666667,0.030790403183333332,0.014563017233333335,0.0
29,0.03133286691666667,0.037549929350000004,0.013058486016666667,0.03812453275,0.03523962028333333,0.03076339078333333,0.014565637033333334,0.0
30,0.03134475105,0.03753745136666666,0.013080306883333335,0.03811424505,0.03535028935,0.0307537828,0.01454926335,0.0
31,0.03135622526666667,0.03760328906666666,0.013075523383333334,0.03810172248333333,0.03530134943333333,0.03070744156666667,0.014538586433333334,0.0
32,0.03130102793333333,0.037539734516666666,0.013063982433333335,0.03803664104999999,0.0351283645,0.030675712516666665,0.014498502383333332,0.0
33,0.031370707633333335,0.03761389293333333,0.0130830505,0.03807644483333333,0.03517439046666667,0.030699442283333333,0.014519015716666667,0.0
34,0.031336038833333336,0.037591776333333334,0.013076371516666666,0.037979252,0.035068399433333335,0.030641602966666664,0.014496700683333336,0.0
35,0.03136087875,0.03761779285,0.01309829855,0.03796911766666667,0.034959294366666664,0.030706944100000005,0.014511246549999997,0.0
36,0.031559263500000004,0.03780182593333333,0.013214359916666668,0.038102877300000004,0.03578065133333333,0.030918284633333338,0.014543715716666664,0.0
37,0.031768801783333335,0.03792822621666667,0.013311897783333334,0.038206362800000004,0.037274268,0.031018417950000002,0.014538101083333331,0.0
38,0.03172487720000001,0.03793051015,0.013300179733333336,0.03811673573333333,0.03721153161666667,0.031012928749999998,0.014489030166666667,0.0
39,0.03171632298333334,0.03795850073333333,0.01330820765,0.0380464842,0.03722119501666667,0.030973684516666666,0.014432566866666668,0.0
40,0.031693506200000006,0.0379298705,0.013302142650000001,0.037999076150000005,0.03704000713333334,0.030953696000000003,0.014461802916666667,0.0
41,0.03179623373333334,0.03792067431666667,0.0133390173,0.037957517116666666,0.03696293283333333,0.030877607249999998,0.014436410500000002,9.653663333333334e-05
